,Problem,Explored,Time
0,"[[1, 2, 3], [4, 5, 6], [7, 8, 0]]",0,0.00017589330673217773
1,"[[1, 2, 3], [4, 5, 6], [7, 0, 8]]",1,0.0005216449499130249
2,"[[1, 2, 3], [4, 0, 5], [7, 8, 6]]",2,0.0007377341389656067
3,"[[1, 0, 3], [4, 2, 5], [7, 8, 6]]",3,0.0010417327284812927
4,"[[1, 5, 2], [4, 0, 3], [7, 8, 6]]",4,0.0016806833446025848
5,"[[1, 5, 2], [0, 4, 3], [7, 8, 6]]",5,0.001500602811574936
6,"[[1, 5, 2], [4, 8, 3], [7, 6, 0]]",6,0.0015261359512805939
7,"[[1, 5, 2], [4, 8, 0], [7, 6, 3]]",7,0.0015859715640544891
8,"[[0, 5, 2], [1, 8, 3], [4, 7, 6]]",8,0.0025290735065937042
9,"[[1, 0, 2], [8, 5, 3], [4, 7, 6]]",9,0.004371240735054016
10,"[[5, 8, 2], [1, 0, 3], [4, 7, 6]]",10,0.002573959529399872
11,"[[5, 8, 2], [1, 7, 3], [4, 0, 6]]",11,0.0032001323997974396
12,"[[5, 8, 2], [1, 7, 3], [0, 4, 6]]",12,0.0031171180307865143
13,"[[5, 8, 2], [0, 7, 3], [1, 4, 6]]",13,0.004655640572309494
14,"[[5, 8, 2], [7, 0, 3], [1, 4, 6]]",14,0.009410809725522995
15,"[[8, 0, 2], [5, 7, 3], [1, 4, 6]]",15,0.005804821848869324
16,"[[8, 7, 2], [5, 0, 3], [1, 4, 6]]",16,0.011389516294002533
17,"[[5, 0, 8], [7, 3, 2], [1, 4, 6]]",17,0.012476176023483276
18,"[[8, 7, 2], [5, 4, 3], [1, 6, 0]]",18,0.014859966933727264
19,"[[8, 0, 7], [5, 3, 2], [1, 4, 6]]",19,0.0184190571308136
20,"[[8, 7, 0], [5, 4, 2], [1, 6, 3]]",20,0.0195014588534832
21,"[[8, 0, 7], [5, 4, 2], [1, 6, 3]]",21,0.030274059623479843
22,"[[0, 8, 7], [5, 4, 2], [1, 6, 3]]",22,0.03778962418437004
23,"[[8, 4, 7], [5, 6, 2], [1, 0, 3]]",23,0.06483205407857895
24,"[[8, 4, 7], [5, 6, 2], [1, 3, 0]]",24,0.06378825381398201
25,"[[8, 4, 7], [5, 6, 0], [1, 3, 2]]",25,0.16504724323749542
26,"[[0, 4, 7], [8, 6, 2], [5, 1, 3]]",26,0.18110494315624237
27,"[[8, 0, 7], [5, 4, 6], [1, 3, 2]]",27,0.5269610919058323
28,"[[8, 4, 7], [6, 2, 3], [5, 1, 0]]",28,0.23038557171821594
29,"[[8, 0, 6], [5, 7, 3], [1, 2, 4]]",29,1.4130267351865768
30,"[[0, 8, 7], [5, 6, 4], [1, 2, 3]]",30,0.9194413684308529
31,"[[8, 6, 7], [2, 5, 4], [3, 0, 1]]",31,0.8945313543081284
