,Problem,Explored,Time
0,"[[1, 2, 3], [4, 5, 6], [7, 8, 0]]",0,0.00034016743302345276
1,"[[1, 2, 3], [4, 5, 6], [7, 0, 8]]",1,0.0005842298269271851
2,"[[1, 2, 3], [4, 0, 5], [7, 8, 6]]",2,0.000710710883140564
3,"[[1, 0, 3], [4, 2, 5], [7, 8, 6]]",3,0.001103091984987259
4,"[[1, 5, 2], [4, 0, 3], [7, 8, 6]]",4,0.0016774870455265045
5,"[[1, 5, 2], [0, 4, 3], [7, 8, 6]]",5,0.0014622882008552551
6,"[[1, 5, 2], [4, 8, 3], [7, 6, 0]]",0,0.0026853568851947784
7,"[[1, 5, 2], [4, 8, 0], [7, 6, 3]]",0,0.0018872767686843872
8,"[[0, 5, 2], [1, 8, 3], [4, 7, 6]]",8,0.002062324434518814
9,"[[1, 0, 2], [8, 5, 3], [4, 7, 6]]",0,0.0015535429120063782
10,"[[5, 8, 2], [1, 0, 3], [4, 7, 6]]",0,0.002240445464849472
11,"[[5, 8, 2], [1, 7, 3], [4, 0, 6]]",0,0.0017518624663352966
12,"[[5, 8, 2], [1, 7, 3], [0, 4, 6]]",0,0.002419419586658478
13,"[[5, 8, 2], [0, 7, 3], [1, 4, 6]]",0,0.002437502145767212
14,"[[5, 8, 2], [7, 0, 3], [1, 4, 6]]",0,0.0019326098263263702
15,"[[8, 0, 2], [5, 7, 3], [1, 4, 6]]",0,0.0019641146063804626
16,"[[8, 7, 2], [5, 0, 3], [1, 4, 6]]",0,0.0025660954415798187
17,"[[5, 0, 8], [7, 3, 2], [1, 4, 6]]",0,0.0016906559467315674
18,"[[8, 7, 2], [5, 4, 3], [1, 6, 0]]",0,0.005230467766523361
19,"[[8, 0, 7], [5, 3, 2], [1, 4, 6]]",0,0.0025128982961177826
20,"[[8, 7, 0], [5, 4, 2], [1, 6, 3]]",0,0.0029734522104263306
21,"[[8, 0, 7], [5, 4, 2], [1, 6, 3]]",0,0.004117615520954132
22,"[[0, 8, 7], [5, 4, 2], [1, 6, 3]]",0,0.0010673888027668
23,"[[8, 4, 7], [5, 6, 2], [1, 0, 3]]",0,0.003052961081266403
24,"[[8, 4, 7], [5, 6, 2], [1, 3, 0]]",0,0.0015277527272701263
25,"[[8, 4, 7], [5, 6, 0], [1, 3, 2]]",0,0.0014761053025722504
26,"[[0, 4, 7], [8, 6, 2], [5, 1, 3]]",0,0.005812205374240875
27,"[[8, 0, 7], [5, 4, 6], [1, 3, 2]]",0,0.000853709876537323
28,"[[8, 4, 7], [6, 2, 3], [5, 1, 0]]",0,0.002034064382314682
29,"[[8, 0, 6], [5, 7, 3], [1, 2, 4]]",0,0.0029895640909671783
30,"[[0, 8, 7], [5, 6, 4], [1, 2, 3]]",0,0.0033526867628097534
31,"[[8, 6, 7], [2, 5, 4], [3, 0, 1]]",0,0.003709360957145691
