,Cost,interations
0,8,1
1,8,2
2,8,3
3,8,4
4,8,5
5,8,6
6,7,7
7,8,8
8,8,9
9,8,10
10,7,11
11,8,12
12,7,13
13,7,14
14,6,15
15,8,16
16,8,17
17,8,18
18,6,19
19,8,20
20,7,21
21,6,22
22,7,23
23,5,24
24,6,25
25,8,26
26,8,27
27,8,28
28,8,29
29,8,30
30,7,31
31,6,32
32,6,33
33,8,34
34,8,35
35,7,36
36,7,37
37,5,38
38,6,39
39,7,40
40,7,41
41,5,42
42,7,43
43,6,44
44,6,45
45,8,46
46,8,47
47,8,48
48,8,49
49,8,50
50,8,51
51,8,52
52,8,53
53,8,54
54,7,55
55,8,56
56,6,57
57,6,58
58,7,59
59,6,60
60,6,61
61,8,62
62,8,63
63,8,64
64,7,65
65,7,66
66,7,67
67,8,68
68,7,69
69,4,70
70,5,71
71,7,72
72,5,73
73,7,74
74,7,75
75,7,76
76,6,77
77,4,78
78,5,79
79,7,80
80,8,81
81,6,82
82,6,83
83,6,84
84,5,85
85,8,86
86,7,87
87,8,88
88,7,89
89,8,90
90,8,91
91,8,92
92,7,93
93,8,94
94,8,95
95,8,96
96,7,97
97,8,98
98,8,99
99,8,100
100,7,101
101,8,102
102,8,103
103,6,104
104,8,105
105,7,106
106,5,107
107,6,108
108,6,109
109,5,110
110,7,111
111,6,112
112,5,113
113,6,114
114,6,115
115,8,116
116,8,117
117,8,118
118,7,119
119,7,120
120,6,121
121,7,122
122,7,123
123,6,124
124,7,125
125,6,126
126,8,127
127,7,128
128,7,129
129,3,130
130,5,131
131,4,132
132,5,133
133,4,134
134,7,135
135,7,136
136,7,137
137,6,138
138,5,139
139,4,140
140,5,141
141,5,142
142,6,143
143,6,144
144,6,145
145,7,146
146,4,147
147,8,148
148,7,149
149,8,150
150,6,151
151,8,152
152,6,153
153,8,154
154,8,155
155,7,156
156,8,157
157,8,158
158,8,159
159,7,160
160,7,161
161,7,162
162,8,163
163,8,164
164,7,165
165,8,166
166,8,167
167,5,168
168,8,169
169,7,170
170,5,171
171,7,172
172,6,173
173,5,174
174,7,175
175,4,176
176,7,177
177,6,178
178,5,179
179,6,180
180,6,181
181,6,182
182,7,183
183,8,184
184,8,185
185,8,186
186,6,187
187,7,188
188,5,189
189,6,190
190,7,191
191,7,192
192,6,193
193,7,194
194,7,195
195,6,196
196,8,197
197,7,198
198,7,199
199,7,200
200,8,201
201,4,202
202,2,203
203,6,204
204,6,205
205,4,206
206,3,207
207,5,208
208,5,209
209,3,210
210,5,211
211,8,212
212,7,213
213,7,214
214,7,215
215,7,216
216,8,217
217,6,218
218,6,219
219,5,220
220,6,221
221,4,222
222,3,223
223,6,224
224,5,225
225,5,226
226,5,227
227,5,228
228,6,229
229,6,230
230,6,231
231,7,232
232,6,233
233,7,234
234,8,235
235,4,236
236,4,237
237,8,238
238,8,239
239,7,240
240,7,241
241,8,242
242,7,243
243,5,244
244,6,245
245,8,246
246,8,247
247,5,248
248,8,249
249,8,250
250,8,251
251,8,252
252,7,253
253,7,254
254,8,255
255,8,256
256,8,257
257,7,258
258,8,259
259,8,260
260,6,261
261,7,262
262,6,263
263,7,264
264,7,265
265,8,266
266,8,267
267,8,268
268,7,269
269,7,270
270,7,271
271,8,272
272,8,273
273,8,274
274,6,275
275,5,276
276,8,277
277,8,278
278,7,279
279,7,280
280,5,281
281,5,282
282,7,283
283,8,284
284,6,285
285,6,286
286,5,287
287,4,288
288,8,289
289,7,290
290,3,291
291,7,292
292,6,293
293,6,294
294,6,295
295,5,296
296,6,297
297,6,298
298,6,299
299,6,300
300,5,301
301,7,302
302,6,303
303,7,304
304,8,305
305,8,306
306,8,307
307,8,308
308,8,309
309,8,310
310,6,311
311,7,312
312,7,313
313,5,314
314,5,315
315,7,316
316,6,317
317,7,318
318,7,319
319,7,320
320,6,321
321,5,322
322,7,323
323,7,324
324,6,325
325,6,326
326,6,327
327,8,328
328,8,329
329,7,330
330,6,331
331,7,332
332,6,333
333,7,334
334,7,335
335,8,336
336,8,337
337,5,338
338,1,339
